date_time,population,temp
2025-08-05 18:00:00,Ishikari,18.95919922
2025-08-05 18:00:00,Kerimai,19.21660156
2025-08-05 19:00:00,Ishikari,18.27279297
2025-08-05 19:00:00,Kerimai,19.00209961
2025-08-05 20:00:00,Ishikari,17.88668945
2025-08-05 20:00:00,Kerimai,18.78759766
2025-08-05 21:00:00,Ishikari,17.54348633
2025-08-05 21:00:00,Kerimai,18.65889648
2025-08-05 22:00:00,Ishikari,17.24318359
2025-08-05 22:00:00,Kerimai,18.5730957
2025-08-05 23:00:00,Ishikari,16.94288086
2025-08-05 23:00:00,Kerimai,18.40149414
2025-08-06 00:00:00,Ishikari,16.68547852
2025-08-06 00:00:00,Kerimai,18.40149414
2025-08-06 01:00:00,Ishikari,16.55677734
2025-08-06 01:00:00,Kerimai,18.22989258
2025-08-06 02:00:00,Ishikari,16.34227539
2025-08-06 02:00:00,Kerimai,18.18699219
2025-08-06 03:00:00,Ishikari,16.21357422
2025-08-06 03:00:00,Kerimai,18.144091800000002
2025-08-06 04:00:00,Ishikari,16.08487305
2025-08-06 04:00:00,Kerimai,18.10119141
2025-08-06 05:00:00,Ishikari,16.04197266
2025-08-06 05:00:00,Kerimai,18.05829102
2025-08-06 06:00:00,Ishikari,16.04197266
2025-08-06 06:00:00,Kerimai,18.10119141
2025-08-06 07:00:00,Ishikari,16.47097656
2025-08-06 07:00:00,Kerimai,18.10119141
2025-08-06 08:00:00,Ishikari,16.98578125
2025-08-06 08:00:00,Kerimai,18.31569336
2025-08-06 09:00:00,Ishikari,17.02868164
2025-08-06 09:00:00,Kerimai,18.53019531
2025-08-06 10:00:00,Ishikari,17.71508789
2025-08-06 10:00:00,Kerimai,18.74469727
2025-08-06 11:00:00,Ishikari,18.10119141
2025-08-06 11:00:00,Kerimai,18.78759766
2025-08-06 12:00:00,Ishikari,18.35859375
2025-08-06 12:00:00,Kerimai,19.08790039
2025-08-06 13:00:00,Ishikari,18.48729492
2025-08-06 13:00:00,Kerimai,19.43110352
2025-08-06 14:00:00,Ishikari,18.61599609
2025-08-06 14:00:00,Kerimai,19.25950195
2025-08-06 15:00:00,Ishikari,18.27279297
2025-08-06 15:00:00,Kerimai,19.21660156
2025-08-06 16:00:00,Ishikari,18.05829102
2025-08-06 16:00:00,Kerimai,19.00209961
2025-08-06 17:00:00,Ishikari,17.71508789
2025-08-06 17:00:00,Kerimai,18.74469727
2025-08-06 18:00:00,Ishikari,17.37188477
2025-08-06 18:00:00,Kerimai,18.61599609
2025-08-06 19:00:00,Ishikari,16.98578125
2025-08-06 19:00:00,Kerimai,18.53019531
2025-08-06 20:00:00,Ishikari,16.72837891
2025-08-06 20:00:00,Kerimai,18.31569336
2025-08-06 21:00:00,Ishikari,16.47097656
2025-08-06 21:00:00,Kerimai,18.27279297
2025-08-06 22:00:00,Ishikari,16.299375
2025-08-06 22:00:00,Kerimai,18.22989258
2025-08-06 23:00:00,Ishikari,16.12777344
2025-08-06 23:00:00,Kerimai,18.144091800000002
2025-08-07 00:00:00,Ishikari,15.99907227
2025-08-07 00:00:00,Kerimai,18.05829102
2025-08-07 01:00:00,Ishikari,15.91327148
2025-08-07 01:00:00,Kerimai,18.01539063
2025-08-07 02:00:00,Ishikari,15.87037109
2025-08-07 02:00:00,Kerimai,17.97249023
2025-08-07 03:00:00,Ishikari,15.87037109
2025-08-07 03:00:00,Kerimai,18.01539063
2025-08-07 04:00:00,Ishikari,15.91327148
2025-08-07 04:00:00,Kerimai,18.01539063
2025-08-07 05:00:00,Ishikari,15.95617188
2025-08-07 05:00:00,Kerimai,17.92958984
2025-08-07 06:00:00,Ishikari,15.91327148
2025-08-07 06:00:00,Kerimai,17.80088867
2025-08-07 07:00:00,Ishikari,16.04197266
2025-08-07 07:00:00,Kerimai,18.144091800000002
2025-08-07 08:00:00,Ishikari,16.34227539
2025-08-07 08:00:00,Kerimai,18.27279297
2025-08-07 09:00:00,Ishikari,16.72837891
2025-08-07 09:00:00,Kerimai,18.05829102
2025-08-07 10:00:00,Ishikari,17.11448242
2025-08-07 10:00:00,Kerimai,17.80088867
2025-08-07 11:00:00,Ishikari,17.37188477
2025-08-07 11:00:00,Kerimai,17.71508789
2025-08-07 12:00:00,Ishikari,17.92958984
2025-08-07 12:00:00,Kerimai,17.80088867
2025-08-07 13:00:00,Ishikari,18.31569336
2025-08-07 13:00:00,Kerimai,17.24318359
2025-08-07 14:00:00,Ishikari,18.65889648
2025-08-07 14:00:00,Kerimai,16.85708008
2025-08-07 15:00:00,Ishikari,18.35859375
2025-08-07 15:00:00,Kerimai,16.59967773
2025-08-07 16:00:00,Ishikari,18.91629883
2025-08-07 16:00:00,Kerimai,16.38517578
2025-08-07 17:00:00,Ishikari,18.65889648
2025-08-07 17:00:00,Kerimai,16.21357422
2025-08-07 18:00:00,Ishikari,18.31569336
2025-08-07 18:00:00,Kerimai,16.08487305
2025-08-07 19:00:00,Ishikari,17.80088867
2025-08-07 19:00:00,Kerimai,15.95617188
2025-08-07 20:00:00,Ishikari,17.24318359
2025-08-07 20:00:00,Kerimai,15.8274707
2025-08-07 21:00:00,Ishikari,17.15738281
2025-08-07 21:00:00,Kerimai,15.69876953
2025-08-07 22:00:00,Ishikari,16.85708008
2025-08-07 22:00:00,Kerimai,15.69876953
2025-08-07 23:00:00,Ishikari,16.59967773
2025-08-07 23:00:00,Kerimai,15.65586914
2025-08-08 00:00:00,Ishikari,16.42807617
2025-08-08 00:00:00,Kerimai,15.57006836
2025-08-08 01:00:00,Ishikari,16.21357422
2025-08-08 01:00:00,Kerimai,15.57006836
2025-08-08 02:00:00,Ishikari,16.04197266
2025-08-08 02:00:00,Kerimai,15.52716797
2025-08-08 03:00:00,Ishikari,15.91327148
2025-08-08 03:00:00,Kerimai,15.52716797
2025-08-08 04:00:00,Ishikari,15.74166992
2025-08-08 04:00:00,Kerimai,15.48426758
2025-08-08 05:00:00,Ishikari,15.69876953
2025-08-08 05:00:00,Kerimai,15.35556641
2025-08-08 06:00:00,Ishikari,15.74166992
2025-08-08 06:00:00,Kerimai,15.35556641
2025-08-08 07:00:00,Ishikari,15.99907227
2025-08-08 07:00:00,Kerimai,15.3984668
2025-08-08 08:00:00,Ishikari,16.299375
2025-08-08 08:00:00,Kerimai,15.65586914
2025-08-08 09:00:00,Ishikari,16.98578125
2025-08-08 09:00:00,Kerimai,15.95617188
2025-08-08 10:00:00,Ishikari,18.27279297
2025-08-08 10:00:00,Kerimai,16.17067383
2025-08-08 11:00:00,Ishikari,19.86010742
2025-08-08 11:00:00,Kerimai,16.55677734
2025-08-08 12:00:00,Ishikari,19.38820313
2025-08-08 12:00:00,Kerimai,16.85708008
2025-08-08 13:00:00,Ishikari,19.17370117
2025-08-08 13:00:00,Kerimai,17.37188477
2025-08-08 14:00:00,Ishikari,18.65889648
2025-08-08 14:00:00,Kerimai,17.15738281
2025-08-08 15:00:00,Ishikari,18.35859375
